Game,Proj_winner,Proj_margin,Win_prob,WP_pct
North Carolina vs. South Carolina,UNC,1.2,53,0.53
Texas Tech at Wyoming,Texas Tech,18.4,86,0.86
Toledo at Illinois,Illinois,13.8,79,0.79
West Virginia at Penn State,Penn St.,22.9,91,0.91
Old Dominion at Virginia Tech,VT,17.8,85,0.85
South Alabama at Tulane,Tulane,8.4,69,0.69
Northwestern State at UL-Lafayette,Louisiana,30.2,96,0.96
Incarnate Word at UTEP,Incarnate Word,9.8,71,0.71
Western Illinois at New Mexico State,NMSU,15,81,0.81
Northern Arizona at Arizona,Arizona,26.2,93,0.93
Sam Houston at BYU,BYU,24.5,92,0.92
Coastal Carolina at UCLA,UCLA,16.1,82,0.82
Idaho State at San Diego State,SDSU,32.3,97,0.97
Northwestern at Rutgers,Rutgers,3.6,58,0.58
Oregon State at San Jose State,Oregon St.,21.6,89,0.89
Florida State vs. LSU,LSU,4.4,60,0.6
Clemson at Duke,Clemson,15,81,0.81
Florida State vs. Georgia Tech,Florida State,19.4,89,0.89
Montana State at New Mexico,Montana State,13.6,80,0.8
SMU at Nevada,SMU,26.8,95,0.95
Delaware State at Hawaii,Hawaii,38.6,99,0.99
Howard at Rutgers,Rutgers,39.4,99,0.99
Central Connecticut at Central Michigan,Central Michigan,30.1,97,0.97
Fordham at Bowling Green,Bowling Green,13.6,80,0.8
Jackson State at UL-Monroe,UL-Monroe,4.2,60,0.6
Lafayette at Buffalo,Buffalo,7.8,69,0.69
NC A&T at Wake Forest,Wake Forest,32.6,98,0.98
New Hampshire at UCF,UCF,24.2,94,0.94
Western Carolina at NC State,NC State,36.6,99,0.99
Duquesne at Toledo,Toledo,27.7,96,0.96
UAPB at Arkansas,Arkansas,58,100,1
Alcorn State at UAB,UAB,24.5,94,0.94
Coastal Carolina at Jacksonville State,Coastal Carolina,0.9,52,0.52
Lindenwood at Kansas,Kansas,52.7,100,1
Murray State at Missouri,Missouri,57.4,100,1
North Carolina at Minnesota,North Carolina,1.2,53,0.53
North Dakota State at Colorado,Colorado,2.5,56,0.56
Northwestern State at Tulsa,Tulsa,31.8,98,0.98
Southeastern Louisiana at Tulane,Tulane,24.4,94,0.94
Eastern Illinois at Illinois,Illinois,32.3,98,0.98
Southern Utah at Utah,Utah,37.3,99,0.99
Sacramento State at San Jose State,San Jose State,3.7,59,0.59
Lehigh at Army,Army,30.7,97,0.97
Florida Atlantic at Michigan State,Michigan State,12.3,78,0.78
Temple at Oklahoma,Oklahoma,44.2,100,1
Elon at Duke,Duke,23.2,93,0.93
Western Michigan at Wisconsin,Wisconsin,28.2,96,0.96
TCU at Stanford,TCU,9.7,73,0.73
Austin Peay at Louisville,Louisville,25.8,95,0.95
Bucknell at Navy,Navy,28.3,96,0.96
Clemson vs. Georgia,Georgia,15.4,83,0.83
Connecticut at Maryland,Maryland,25.7,95,0.95
Georgia vs. Clemson,Georgia,15.4,83,0.83
Illinois State at Iowa,Iowa,27.3,96,0.96
Indiana State at Purdue,Purdue,30.7,97,0.97
Kent State at Pittsburgh,Pittsburgh,22.6,92,0.92
Penn State at West Virginia,Penn State,13.9,81,0.81
Virginia Tech at Vanderbilt,Virginia Tech,14.2,81,0.81
Chattanooga at Tennessee,Tennessee,36.9,99,0.99
South Dakota State at Oklahoma State,Oklahoma State,13.2,80,0.8
Towson at Cincinnati,Cincinnati,27,95,0.95
Portland State at Washington State,Washington State,26.3,95,0.95
Akron at Ohio State,Ohio State,55.5,100,1
Colorado State at Texas,Texas,40.8,99,0.99
Eastern Michigan at Massachusetts,Eastern Michigan,1.6,54,0.54
ETSU at Appalachian State,Appalachian State,32.9,98,0.98
Florida International at Indiana,Indiana,17.1,86,0.86
Kennesaw State at UTSA,UTSA,24.6,94,0.94
Merrimack at Air Force,Air Force,32.5,98,0.98
Miami-FL at Florida,Florida,0.3,51,0.51
Miami-OH at Northwestern,Northwestern,3.7,59,0.59
North Dakota at Iowa State,Iowa State,25.5,94,0.94
Ohio at Syracuse,Syracuse,13.5,80,0.8
UTEP at Nebraska,Nebraska,27.7,96,0.96
Western Illinois at Northern Illinois,Northern Illinois,31.5,98,0.98
Boise State at Georgia Southern,Boise State,15.7,84,0.84
Old Dominion at South Carolina,South Carolina,25.1,94,0.94
North Texas at South Alabama,South Alabama,7.4,68,0.68
Stony Brook at Marshall,Marshall,29.2,97,0.97
UC Davis at California,California,18.1,87,0.87
Campbell at Liberty,Liberty,34.6,98,0.98
Eastern Kentucky at Mississippi State,Mississippi State,20.5,90,0.9
Norfolk State at East Carolina,East Carolina,33.9,98,0.98
Richmond at Virginia,Virginia,14.8,82,0.82
Idaho State at Oregon State,Oregon State,37.1,99,0.99
Bethune-Cookman at USF,USF,36.6,99,0.99
Central Arkansas at Arkansas State,Arkansas State,7.4,68,0.68
Furman at Ole Miss,Ole Miss,39.3,99,0.99
Nevada at Troy,Troy,14.9,83,0.83
North Alabama at Memphis,Memphis,39.3,99,0.99
Sam Houston at Rice,Rice,7.8,69,0.69
Tarleton State at Baylor,Baylor,23.2,93,0.93
Tennessee Tech at Middle Tennessee,Middle Tennessee,24.6,94,0.94
UNLV at Houston,Houston,4.4,61,0.61
UT Martin at Kansas State,Kansas State,33.8,98,0.98
Western Kentucky at Alabama,Alabama,31.9,98,0.98
Abilene Christian at Texas Tech,Texas Tech,30.5,97,0.97
Alabama A&M at Auburn,Auburn,52.7,100,1
Fresno State at Michigan,Michigan,27.6,96,0.96
Idaho at Oregon,Oregon,43,100,1
Notre Dame at Texas A&M,Notre Dame,1.8,54,0.54
UCLA at Hawaii,UCLA,18.6,88,0.88
Southern Miss at Kentucky,Kentucky,32.5,98,0.98
Georgia State at Georgia Tech,Georgia Tech,17.8,87,0.87
Grambling at UL-Lafayette,UL-Lafayette,34.9,99,0.99
Houston Christian at SMU,SMU,52.7,100,1
James Madison at Charlotte,James Madison,16.3,85,0.85
Lamar at Texas State,Texas State,31.2,97,0.97
Nicholls State at Louisiana Tech,Louisiana Tech,9.4,72,0.72
Robert Morris at Utah State,Utah State,34.2,98,0.98
Southern Illinois at BYU,BYU,8.3,70,0.7
Texas A&M-Commerce at San Diego State,San Diego State,30.8,97,0.97
SE Missouri State at New Mexico State,New Mexico State,7.1,67,0.67
New Mexico at Arizona,Arizona,32.5,98,0.98
Wyoming at Arizona State,Arizona State,6.5,66,0.66
Weber State at Washington,Washington,25.6,95,0.95
LSU vs. USC,LSU,9.2,72,0.72
Boston College at Florida State,Florida State,19.6,89,0.89
BYU at SMU,SMU,11.1,76,0.76
Western Illinois at Indiana,Indiana,41.6,100,1
Duke at Northwestern,Duke,5.1,62,0.62
Akron at Rutgers,Rutgers,32.8,98,0.98
Arkansas at Oklahoma State,Oklahoma State,7.4,68,0.68
Army at Florida Atlantic,Army,2.4,56,0.56
Bowling Green at Penn State,Penn State,34.9,99,0.99
Georgia Tech at Syracuse,Georgia Tech,0.9,52,0.52
Kansas State at Tulane,Kansas State,12.8,79,0.79
Merrimack at Connecticut,Connecticut,15.7,84,0.84
Pittsburgh at Cincinnati,Cincinnati,0.7,52,0.52
Rhode Island at Minnesota,Minnesota,22.6,92,0.92
Texas at Michigan,Texas,6.5,66,0.66
Troy at Memphis,Memphis,18.3,87,0.87
McNeese State at Texas A&M,Texas A&M,51.9,100,1
Missouri State at Ball State,Missouri State,1.4,53,0.53
Tennessee Tech at Georgia,Georgia,72.6,100,1
Saint Francis-PA at Kent State,Kent State,10.3,74,0.74
Utah Tech at UNLV,UNLV,36.1,99,0.99
Baylor at Utah,Utah,15.7,84,0.84
California at Auburn,Auburn,14.8,82,0.82
Charlotte at North Carolina,North Carolina,28.8,96,0.96
Duquesne at Boston College,Boston College,35.8,99,0.99
Eastern Michigan at Washington,Washington,28.1,96,0.96
Idaho at Wyoming,Idaho,0.8,52,0.52
Iowa State at Iowa,Iowa,7.8,69,0.69
Jacksonville State at Louisville,Louisville,34.3,98,0.98
Massachusetts at Toledo,Toledo,23.8,93,0.93
Michigan State at Maryland,Maryland,16.1,84,0.84
Northern Illinois at Notre Dame,Notre Dame,30,97,0.97
South Carolina at Kentucky,Kentucky,11.1,76,0.76
South Dakota at Wisconsin,Wisconsin,20.2,90,0.9
Temple at Navy,Navy,20.6,90,0.9
UTSA at Texas State,UTSA,5.4,63,0.63
Middle Tennessee at Ole Miss,Ole Miss,47.1,100,1
Marshall at Virginia Tech,Virginia Tech,10.7,75,0.75
Albany-NY at West Virginia,West Virginia,21,91,0.91
Central Michigan at Florida International,Central Michigan,12,78,0.78
East Carolina at Old Dominion,East Carolina,4.8,62,0.62
Florida A&M at Miami-FL,Miami-FL,43.5,100,1
Gardner-Webb at James Madison,James Madison,30,97,0.97
South Alabama at Ohio,South Alabama,1.7,54,0.54
Sam Houston at UCF,UCF,23.3,93,0.93
Buffalo at Missouri,Missouri,39.5,99,0.99
Cal Poly at Stanford,Stanford,36.8,99,0.99
Chattanooga at Georgia State,Georgia State,2.4,56,0.56
Eastern Kentucky at Western Kentucky,Western Kentucky,10.2,74,0.74
Georgia Southern at Nevada,Nevada,0.6,52,0.52
Kansas at Illinois,Kansas,5.6,64,0.64
Northern Colorado at Colorado State,Colorado State,23.5,93,0.93
Samford at Florida,Florida,28.4,96,0.96
San Jose State at Air Force,Air Force,0.5,51,0.51
Southeastern Louisiana at Southern Miss,Southern Miss,7.2,67,0.67
Texas Southern at Rice,Rice,24,93,0.93
Tulsa at Arkansas State,Arkansas State,2.2,55,0.55
UAB at UL-Monroe,UAB,11.3,76,0.76
UL-Lafayette at Kennesaw State,UL-Lafayette,19,88,0.88
USF at Alabama,Alabama,33.3,98,0.98
Virginia at Wake Forest,Wake Forest,2.9,57,0.57
William & Mary at Coastal Carolina,Coastal Carolina,13.3,80,0.8
Alcorn State at Vanderbilt,Vanderbilt,30.6,97,0.97
Colorado at Nebraska,Nebraska,10.5,74,0.74
Nicholls State at LSU,LSU,41.8,100,1
Stephen F. Austin at North Texas,North Texas,16.7,85,0.85
Tennessee vs. NC State,Tennessee,14.2,81,0.81
Western Michigan at Ohio State,Ohio State,42.8,100,1
Houston at Oklahoma,Oklahoma,33.9,98,0.98
Appalachian State at Clemson,Clemson,9.7,73,0.73
Long Island at TCU,TCU,49.5,100,1
Southern Utah at UTEP,Southern Utah,0.3,51,0.51
Boise State at Oregon,Oregon,20.5,90,0.9
Northern Arizona at Arizona,Arizona,30.5,97,0.97
Sacramento State at Fresno State,Fresno State,13.8,81,0.81
Texas Tech at Washington State,Washington State,4.3,61,0.61
Liberty at New Mexico State,Liberty,11.2,76,0.76
Mississippi State at Arizona State,Mississippi State,2.4,56,0.56
Oregon State at San Diego State,Oregon State,5.3,63,0.63
Utah State at USC,USC,25.5,94,0.94
Arizona State at Texas State,Arizona State,0.4,51,0.51
Northwestern State at South Alabama,South Alabama,33.3,98,0.98
UNLV at Kansas,Kansas,9.1,72,0.72
Arizona at Kansas State,Kansas State,9.3,72,0.72
Alabama at Wisconsin,Alabama,17.5,86,0.86
Arkansas State at Michigan,Michigan,28.9,96,0.96
Central Michigan at Illinois,Illinois,21.8,91,0.91
Cincinnati at Miami-OH,Cincinnati,5.7,64,0.64
Louisiana Tech at NC State,NC State,20.1,90,0.9
LSU at South Carolina,LSU,3.6,59,0.59
Memphis at Florida State,Florida State,1.2,53,0.53
North Texas at Texas Tech,Texas Tech,7.9,69,0.69
Oklahoma State at Tulsa,Oklahoma State,20.4,90,0.9
Boston College at Missouri,Missouri,22.4,92,0.92
Massachusetts at Buffalo,Buffalo,9.8,73,0.73
Coastal Carolina at Temple,Coastal Carolina,25.8,95,0.95
Ball State at Miami-FL,Miami-FL,37.6,99,0.99
Morgan State at Ohio,Ohio,29.3,97,0.97
Nevada at Minnesota,Minnesota,25.6,95,0.95
Notre Dame at Purdue,Notre Dame,11.2,76,0.76
Oregon at Oregon State,Oregon,13.4,80,0.8
Prairie View A&M at Michigan State,Michigan State,39.8,99,0.99
Texas A&M at Florida,Texas A&M,2.5,56,0.56
Tulane at Oklahoma,Oklahoma,15.2,83,0.83
VMI at Georgia Tech,Georgia Tech,41.3,100,1
Washington State at Washington,Washington,9.6,73,0.73
West Virginia at Pittsburgh,West Virginia,3.1,58,0.58
Appalachian State at East Carolina,East Carolina,3.5,59,0.59
Troy at Iowa,Iowa,23.9,93,0.93
UAB at Arkansas,Arkansas,22.1,92,0.92
Utah at Utah State,Utah,29.8,97,0.97
Colgate at Akron,Akron,5.6,64,0.64
Connecticut at Duke,Duke,23.1,93,0.93
Florida International at Florida Atlantic,Florida Atlantic,1.6,54,0.54
Gardner-Webb at Charlotte,Charlotte,6.8,67,0.67
NC Central at North Carolina,North Carolina,34.8,99,0.99
SC State at Georgia Southern,Georgia Southern,24.4,94,0.94
UTEP at Liberty,Liberty,24.5,94,0.94
Virginia Tech at Old Dominion,Virginia Tech,14.7,82,0.82
Bethune-Cookman at Western Michigan,Western Michigan,24.9,94,0.94
Ole Miss at Wake Forest,Ole Miss,26.6,95,0.95
Hawaii at Sam Houston,Sam Houston,0.1,50,0.5
Jacksonville State at Eastern Michigan,Eastern Michigan,6.6,66,0.66
Kennesaw State at San Jose State,San Jose State,20.8,90,0.9
USF at Southern Miss,USF,8.8,71,0.71
UTSA at Texas,Texas,38,99,0.99
Vanderbilt at Georgia State,Vanderbilt,11.2,76,0.76
Western Kentucky at Middle Tennessee,Western Kentucky,10.7,75,0.75
Air Force at Baylor,Baylor,16.8,85,0.85
Colorado at Colorado State,Colorado,8.3,70,0.7
Eastern Illinois at Northwestern,Northwestern,29.6,97,0.97
Georgia at Kentucky,Georgia,22.5,92,0.92
Indiana at UCLA,UCLA,2.5,56,0.56
New Mexico at Auburn,Auburn,35.4,99,0.99
Northern Iowa at Nebraska,Nebraska,21.9,92,0.92
Toledo at Mississippi State,Mississippi State,8.4,70,0.7
UCF at TCU,TCU,0.9,52,0.52
Kent State at Tennessee,Tennessee,51.6,100,1
Maryland at Virginia,Maryland,3.9,60,0.6
Rice at Houston,Houston,2.8,57,0.57
BYU at Wyoming,BYU,16.1,84,0.84
New Mexico State at Fresno State,Fresno State,12.6,79,0.79
San Diego State at California,California,16.8,85,0.85
South Alabama at Appalachian State,Appalachian State,3.7,59,0.59
Stanford at Syracuse,Syracuse,7,67,0.67
Illinois at Nebraska,Nebraska,9,71,0.71
San Jose State at Washington State,Washington State,11.7,77,0.77
Charlotte at Indiana,Indiana,29.3,97,0.97
Florida at Mississippi State,Florida,5.5,64,0.64
Houston at Cincinnati,Cincinnati,6.3,65,0.65
James Madison at North Carolina,North Carolina,11.4,76,0.76
Kansas at West Virginia,Kansas,2.9,57,0.57
Marshall at Ohio State,Ohio State,40.1,99,0.99
NC State at Clemson,Clemson,11.4,76,0.76
Rice at Army,Army,8.5,70,0.7
Tulane at UL-Lafayette,UL-Lafayette,5.2,63,0.63
Villanova at Maryland,Maryland,18.3,87,0.87
Ohio at Kentucky,Kentucky,20.9,91,0.91
Ball State at Central Michigan,Central Michigan,8.6,70,0.7
Arkansas State at Iowa State,Iowa State,22.9,92,0.92
Saint Francis-PA at Eastern Michigan,Eastern Michigan,20.3,90,0.9
Utah State at Temple,Utah State,8.4,70,0.7
Virginia at Coastal Carolina,Coastal Carolina,3.5,59,0.59
Eastern Washington at Nevada,Nevada,6.4,66,0.66
Southern Miss at Jacksonville State,Jacksonville State,1.9,55,0.55
Arizona State at Texas Tech,Texas Tech,3.9,60,0.6
Arkansas at Auburn,Auburn,7.1,67,0.67
Buffalo at Northern Illinois,Northern Illinois,9.9,73,0.73
Central Connecticut at Massachusetts,Massachusetts,15.9,84,0.84
Georgia Tech at Louisville,Louisville,12.9,79,0.79
Houston Christian at UTSA,UTSA,32.9,98,0.98
Kent State at Penn State,Penn State,49.8,100,1
Memphis at Navy,Memphis,12,77,0.77
Miami-OH at Notre Dame,Notre Dame,31.7,98,0.98
Rutgers at Virginia Tech,Virginia Tech,3.7,59,0.59
USC at Michigan,Michigan,3.9,60,0.6
Youngstown State at Pittsburgh,Pittsburgh,21.1,91,0.91
UCLA at LSU,LSU,18.3,87,0.87
Duke at Middle Tennessee,Duke,23.8,93,0.93
Utah at Oklahoma State,Oklahoma State,0.3,51,0.51
Vanderbilt at Missouri,Missouri,25.8,95,0.95
TCU at SMU,SMU,0.1,50,0.5
East Carolina at Liberty,Liberty,9.8,73,0.73
Monmouth at Florida International,Florida International,6.2,65,0.65
UTEP at Colorado State,Colorado State,10,73,0.73
California at Florida State,Florida State,4.2,60,0.6
Florida A&M at Troy,Troy,22.9,92,0.92
Florida Atlantic at Connecticut,Florida Atlantic,0.4,51,0.51
Miami-FL at USF,Miami-FL,20.8,90,0.9
New Mexico State at Sam Houston,Sam Houston,9.9,73,0.73
Northwestern at Washington,Washington,15.2,83,0.83
Toledo at Western Kentucky,Toledo,3.9,60,0.6
Tulsa at Louisiana Tech,Tulsa,0.5,51,0.51
Wyoming at North Texas,North Texas,8.8,71,0.71
Akron at South Carolina,South Carolina,32.2,98,0.98
Bowling Green at Texas A&M,Texas A&M,24.4,94,0.94
Iowa at Minnesota,Iowa,0.6,51,0.51
Tennessee at Oklahoma,Tennessee,7.1,67,0.67
Georgia Southern at Ole Miss,Ole Miss,39.8,99,0.99
Baylor at Colorado,Baylor,4.3,61,0.61
Michigan State at Boston College,Boston College,5.4,63,0.63
UL-Monroe at Texas,Texas,46.3,100,1
Fresno State at New Mexico,Fresno State,20.1,90,0.9
Purdue at Oregon State,Oregon State,8.7,71,0.71
Portland State at Boise State,Boise State,40.5,99,0.99
Kansas State at BYU,Kansas State,9.7,73,0.73
Northern Iowa at Hawaii,Hawaii,3.5,59,0.59
Army at Temple,Army,18.1,87,0.87
Virginia Tech at Miami-FL,Miami-FL,18.8,88,0.88
Washington at Rutgers,Washington,3,58,0.58
Buffalo at Connecticut,Connecticut,2.7,57,0.57
BYU at Baylor,BYU,0,50,0.5
Holy Cross at Syracuse,Syracuse,18.3,87,0.87
Kentucky at Ole Miss,Ole Miss,20,89,0.89
Maryland at Indiana,Indiana,4.5,61,0.61
Minnesota at Michigan,Michigan,12,77,0.77
Navy at UAB,Navy,5.4,63,0.63
Nebraska at Purdue,Nebraska,14.1,81,0.81
Northern Illinois at NC State,NC State,11.1,76,0.76
Oklahoma State at Kansas State,Kansas State,2.7,57,0.57
USF at Tulane,Tulane,7.4,68,0.68
Western Kentucky at Boston College,Boston College,11.3,76,0.76
Ball State at James Madison,James Madison,26.4,95,0.95
Sam Houston vs. Texas State,Texas State,6.3,65,0.65
Akron at Ohio,Ohio,15.4,83,0.83
Arkansas vs. Texas A&M,Texas A&M,4.1,60,0.6
Colorado at UCF,UCF,12.3,78,0.78
Eastern Michigan at Kent State,Eastern Michigan,16.1,84,0.84
Fresno State at UNLV,UNLV,2.6,56,0.56
Georgia Southern at Georgia State,Georgia State,0.5,51,0.51
Liberty at Appalachian State,Liberty,8.1,69,0.69
Louisville at Notre Dame,Notre Dame,6.3,65,0.65
Massachusetts at Miami-OH,Miami-OH,12.6,79,0.79
San Diego State at Central Michigan,Central Michigan,0.8,52,0.52
TCU at Kansas,Kansas,2.4,56,0.56
UL-Lafayette at Wake Forest,UL-Lafayette,2.9,57,0.57
Western Michigan at Marshall,Marshall,7.9,69,0.69
Wisconsin at USC,USC,10.3,74,0.74
Oklahoma at Auburn,Auburn,1.5,54,0.54
North Carolina at Duke,Duke,3.7,59,0.59
UTSA at East Carolina,East Carolina,4.2,60,0.6
Mississippi State at Texas,Texas,35.6,99,0.99
Old Dominion at Bowling Green,Bowling Green,8.7,71,0.71
Louisiana Tech at Florida International,Florida International,2.2,56,0.56
UT Martin at Kennesaw State,UT Martin,4,60,0.6
Wagner at Florida Atlantic,Florida Atlantic,25.1,94,0.94
Charlotte at Rice,Rice,11.6,77,0.77
Iowa State at Houston,Iowa State,16.7,85,0.85
Ohio State at Michigan State,Ohio State,29,97,0.97
Stanford at Clemson,Clemson,19.2,89,0.89
Tulsa at North Texas,North Texas,8.2,70,0.7
UL-Monroe at Troy,Troy,13.2,80,0.8
Georgia at Alabama,Alabama,3.3,58,0.58
Illinois at Penn State,Penn State,18.6,88,0.88
Middle Tennessee at Memphis,Memphis,32.7,98,0.98
South Alabama at LSU,LSU,18.7,88,0.88
Air Force at Wyoming,Air Force,4.9,62,0.62
Cincinnati at Texas Tech,Texas Tech,0.7,52,0.52
Florida State at SMU,SMU,6.8,66,0.66
New Mexico at New Mexico State,New Mexico State,4.3,61,0.61
Washington State at Boise State,Boise State,3.8,59,0.59
Arizona at Utah,Utah,13.2,80,0.8
Oregon at UCLA,Oregon,22.3,92,0.92
Texas State at Troy,Texas State,2.3,56,0.56
Sam Houston at UTEP,Sam Houston,13.1,79,0.79
Jacksonville State at Kennesaw State,Jacksonville State,13.8,81,0.81
Houston at TCU,TCU,16.6,85,0.85
Michigan State at Oregon,Oregon,27.5,96,0.96
Syracuse at UNLV,UNLV,1.8,54,0.54
Army at Tulsa,Army,13.6,80,0.8
Boston College at Virginia,Virginia,1,52,0.52
Massachusetts at Northern Illinois,Northern Illinois,12.1,78,0.78
Missouri at Texas A&M,Missouri,5.2,63,0.63
Navy at Air Force,Navy,14,81,0.81
Pittsburgh at North Carolina,North Carolina,0.3,51,0.51
Purdue at Wisconsin,Wisconsin,12,77,0.77
SMU at Louisville,Louisville,5.7,64,0.64
UCLA at Penn State,Penn State,31.8,98,0.98
Wake Forest at NC State,NC State,8.8,71,0.71
Tulane at UAB,Tulane,11.1,76,0.76
Western Michigan at Ball State,Western Michigan,4.7,62,0.62
Appalachian State at Marshall,Marshall,2.2,55,0.55
Auburn at Georgia,Georgia,13.5,80,0.8
Bowling Green at Akron,Bowling Green,13.2,80,0.8
East Carolina at Charlotte,East Carolina,9.8,73,0.73
Indiana at Northwestern,Indiana,10.8,75,0.75
Iowa at Ohio State,Ohio State,17.2,86,0.86
Miami-OH at Toledo,Toledo,13.1,80,0.8
Ole Miss at South Carolina,Ole Miss,11.5,76,0.76
Temple at Connecticut,Connecticut,20.2,90,0.9
Virginia Tech at Stanford,Virginia Tech,9.1,72,0.72
Rutgers at Nebraska,Nebraska,6.5,66,0.66
West Virginia at Oklahoma State,Oklahoma State,6.1,65,0.65
Alabama at Vanderbilt,Alabama,23.2,93,0.93
Colorado State at Oregon State,Oregon State,18.3,87,0.87
Clemson at Florida State,Clemson,7.4,68,0.68
James Madison at UL-Monroe,James Madison,22.5,92,0.92
Old Dominion at Coastal Carolina,Coastal Carolina,12.8,79,0.79
South Alabama at Arkansas State,South Alabama,11.5,77,0.77
UL-Lafayette at Southern Miss,UL-Lafayette,20.3,90,0.9
Utah State at Boise State,Boise State,26.4,95,0.95
Baylor at Iowa State,Iowa State,11.7,77,0.77
Michigan at Washington,Washington,0.7,52,0.52
Nevada at San Jose State,San Jose State,12.5,78,0.78
Tennessee at Arkansas,Tennessee,14.4,82,0.82
USC at Minnesota,USC,4.8,62,0.62
UCF at Florida,Florida,5.1,62,0.62
Duke at Georgia Tech,Duke,0.9,52,0.52
Hawaii at San Diego State,Hawaii,0.1,50,0.5
Kansas at Arizona State,Kansas,1.3,53,0.53
Miami-FL at California,Miami-FL,10,73,0.73
Texas Tech at Arizona,Arizona,6.9,67,0.67
Florida International at Liberty,Liberty,21.5,91,0.91
New Mexico State at Jacksonville State,Jacksonville State,12.3,78,0.78
Coastal Carolina at James Madison,James Madison,11.4,76,0.76
Middle Tennessee at Louisiana Tech,Louisiana Tech,9.5,73,0.73
UTEP at Western Kentucky,Western Kentucky,20.5,90,0.9
Memphis at USF,Memphis,10.3,74,0.74
Northwestern at Maryland,Maryland,12.1,78,0.78
UNLV at Utah State,UNLV,16.8,85,0.85
Utah at Arizona State,Utah,6.5,66,0.66
Ball State at Kent State,Ball State,1.7,54,0.54
Clemson at Wake Forest,Clemson,15,83,0.83
Georgia Tech at North Carolina,North Carolina,1.4,54,0.54
Miami-OH at Eastern Michigan,Eastern Michigan,0.5,51,0.51
Missouri at Massachusetts,Missouri,30.9,97,0.97
South Carolina at Alabama,Alabama,19.2,89,0.89
Toledo at Buffalo,Toledo,9.1,72,0.72
UAB at Army,Army,18.8,88,0.88
Washington at Iowa,Washington,0.4,51,0.51
Wisconsin at Rutgers,Rutgers,1.8,55,0.55
Akron at Western Michigan,Western Michigan,11.3,76,0.76
California at Pittsburgh,Pittsburgh,6.4,66,0.66
Cincinnati at UCF,UCF,3.8,59,0.59
Louisville at Virginia,Louisville,6.6,66,0.66
Northern Illinois at Bowling Green,Bowling Green,1.2,53,0.53
Oklahoma vs. Texas,Texas,14.5,82,0.82
Old Dominion at Georgia State,Old Dominion,0.4,51,0.51
Penn State at USC,Penn State,8.7,71,0.71
Purdue at Illinois,Illinois,15.6,84,0.84
San Diego State at Wyoming,San Diego State,3.1,58,0.58
Stanford at Notre Dame,Notre Dame,25.9,95,0.95
Arizona at BYU,BYU,3.4,58,0.58
Ohio at Central Michigan,Ohio,2.2,56,0.56
Mississippi State at Georgia,Georgia,30.1,97,0.97
San Jose State at Colorado State,San Jose State,5.2,63,0.63
Southern Miss at UL-Monroe,UL-Monroe,4.7,62,0.62
Air Force at New Mexico,Air Force,3.4,58,0.58
