game_id,season,week,completed,home_team,home_points,away_team,away_points,result,winner,mean_spread,proj_margin,abs_error,vegas_abs_error,sqd_error,vegas_sqd_error,straight_up_win,ATS_win,AE_ATS_win
401635525,2024,1,TRUE,Georgia Tech,24,Florida State,21,-3,Georgia Tech,10.666666666666666,13.96470805635582,16.964708056355818,13.666666666666666,287.801319437384,186.77777777777777,0,0,0
401643697,2024,1,TRUE,New Mexico,31,Montana State,35,4,Montana State,11.5,11.29350693624546,7.2935069362454605,7.5,53.195243429060646,56.25,1,1,1
401643696,2024,1,TRUE,Nevada,24,SMU,29,5,SMU,27.5,26.534896308323784,21.534896308323784,22.5,463.75175901025733,506.25,1,1,1
401643858,2024,1,TRUE,Hawai'i,35,Delaware State,14,-21,Hawai'i,-38.666666666666664,-29.436927226355586,8.436927226355586,17.666666666666664,71.18174102282016,312.11111111111103,1,1,1
401628458,2024,1,TRUE,Rutgers,44,Howard,7,-37,Rutgers,-38.5,-18.638363556508025,18.361636443491975,1.5,337.1496928829726,2.25,1,1,0
401634299,2024,1,TRUE,NC State,38,Western Carolina,21,-17,NC State,-32.5,-24.679969297320067,7.679969297320067,15.5,58.98192840777889,240.25,1,1,1
401628582,2024,1,TRUE,UCF,57,New Hampshire,3,-54,UCF,-38.5,-22.5506646537178,31.4493353462822,15.5,989.060693722915,240.25,1,0,0
401636387,2024,1,TRUE,UL Monroe,30,Jackson State,14,-16,UL Monroe,-4.5,-7.317144280694805,8.682855719305195,11.5,75.39198344227094,132.25,1,1,1
401644727,2024,1,TRUE,Buffalo,30,Lafayette,13,-17,Buffalo,-3.5,-4.029401196659869,12.970598803340131,13.5,168.23643331720845,182.25,1,1,1
401644729,2024,1,TRUE,Bowling Green,41,Fordham,17,-24,Bowling Green,-15.5,-7.723926000971918,16.276073999028082,8.5,264.910584821838,72.25,1,0,0
401644730,2024,1,TRUE,Central Michigan,66,Central Connecticut,10,-56,Central Michigan,-33.5,-29.96339612126581,26.03660387873419,22.5,677.9047415381164,506.25,1,0,0
401644728,2024,1,TRUE,Toledo,49,Duquesne,10,-39,Toledo,-27.5,-35.87718589425122,3.1228141057487804,11.5,9.751967939063555,132.25,1,1,1
401628320,2024,1,TRUE,Arkansas,70,Arkansas-Pine Bluff,0,-70,Arkansas,-50.5,-53.54895377437495,16.45104622562505,19.5,270.63692191765216,380.25,1,1,1
401640998,2024,1,TRUE,Jacksonville State,27,Coastal Carolina,55,28,Coastal Carolina,-3.5,-15.01918282258034,43.01918282258034,31.5,1850.6500907225914,992.25,0,0,0
401628448,2024,1,TRUE,Minnesota,17,North Carolina,19,2,North Carolina,0.3333333333333333,4.731332162442221,2.7313321624422207,1.6666666666666667,7.460175381591298,2.777777777777778,1,1,0
401634206,2024,1,TRUE,Colorado,31,North Dakota State,26,-5,Colorado,-10,17.621337662702786,22.621337662702786,5,511.7249176500155,25,0,1,0
401636606,2024,1,TRUE,Kansas,48,Lindenwood,3,-45,Kansas,-48.5,-35.60129277817266,9.398707221827337,3.5,88.33569744162934,12.25,1,1,0
401628327,2024,1,TRUE,Missouri,51,Murray State,0,-51,Missouri,-50.5,-38.100901262247035,12.899098737752965,0.5,166.38674824630013,0.25,1,0,0
401645317,2024,1,TRUE,Tulane,52,SE Louisiana,0,-52,Tulane,-28.5,-26.146361491311367,25.853638508688633,23.5,668.4106241379478,552.25,1,0,0
401645318,2024,1,TRUE,Tulsa,62,Northwestern State,28,-34,Tulsa,-37.5,-25.536749942218265,8.463250057781735,3.5,71.62660154054255,12.25,1,1,0
401645316,2024,1,TRUE,UAB,41,Alcorn State,3,-38,UAB,-29.5,-23.095625030585936,14.904374969414064,8.5,222.1403932288965,72.25,1,0,0
401654845,2024,1,TRUE,Illinois,45,Eastern Illinois,0,-45,Illinois,-28.5,-19.07903817165836,25.92096182834164,16.5,671.8962621063444,272.25,1,0,0
401636607,2024,1,TRUE,Utah,49,Southern Utah,0,-49,Utah,-37.5,-16.555005193967872,32.44499480603213,11.5,1052.6776879634517,132.25,1,0,0
401643698,2024,1,TRUE,San José State,42,Sacramento State,24,-18,San José State,-2.5,-8.036730880784347,9.963269119215653,15.5,99.26673154191626,240.25,1,1,1
401628453,2024,1,TRUE,Michigan State,16,Florida Atlantic,10,-6,Michigan State,-12,3.1387538774800756,9.138753877480076,6,83.51682243315712,36,0,1,0
401628328,2024,1,TRUE,Oklahoma,51,Temple,3,-48,Oklahoma,-43,-50.53794055800984,2.5379405580098435,5,6.441142275991316,25,1,1,1
401628584,2024,1,TRUE,Duke,26,Elon,3,-23,Duke,-24.5,-26.847316206960123,3.847316206960123,1.5,14.801841996338029,2.25,1,0,0
401628461,2024,1,TRUE,Wisconsin,28,Western Michigan,14,-14,Wisconsin,-24.166666666666668,-20.432247472369113,6.432247472369113,10.166666666666668,41.37380754579884,103.36111111111113,1,1,1
401634300,2024,1,TRUE,Stanford,27,TCU,34,7,TCU,8.333333333333334,23.394355923459077,16.394355923459077,1.333333333333334,268.77490614505774,1.7777777777777795,1,0,0
401628333,2024,1,TRUE,Vanderbilt,34,Virginia Tech,27,-7,Vanderbilt,13.333333333333334,8.895865378356714,15.895865378356714,20.333333333333336,252.67853612683962,413.4444444444445,0,1,1
401634305,2024,1,TRUE,Pittsburgh,55,Kent State,24,-31,Pittsburgh,-23.5,-24.730215649372063,6.269784350627937,7.5,39.31019580337898,56.25,1,1,1
401628323,2024,1,TRUE,Georgia,34,Clemson,3,-31,Georgia,-11.666666666666666,-30.384132570373513,0.615867429626487,19.333333333333336,0.37929269087473594,373.7777777777779,1,1,1
401628451,2024,1,TRUE,Maryland,50,UConn,7,-43,Maryland,-19.333333333333332,-27.1962852001885,15.803714799811502,23.666666666666668,249.7574014737811,560.1111111111112,1,1,1
401645322,2024,1,TRUE,Navy,49,Bucknell,21,-28,Navy,-31.5,-20.1473799391059,7.8526200608941,3.5,61.66364182075647,12.25,1,1,0
401634169,2024,1,TRUE,Purdue,49,Indiana State,0,-49,Purdue,-35.5,-22.06275579437697,26.93724420562303,13.5,725.6151253933716,182.25,1,0,0
401632062,2024,1,TRUE,Louisville,62,Austin Peay,0,-62,Louisville,-38.5,-21.545266931120647,40.45473306887935,23.5,1636.5854276742805,552.25,1,0,0
401628457,2024,1,TRUE,West Virginia,12,Penn State,34,22,Penn State,8.333333333333334,11.048785601361072,10.951214398638928,13.666666666666666,119.92909680495659,186.77777777777777,1,1,1
401628330,2024,1,TRUE,Tennessee,69,Chattanooga,3,-66,Tennessee,-38.5,-38.54394204224518,27.456057957754822,27.5,753.835118579592,756.25,1,1,1
401634212,2024,1,TRUE,Oklahoma State,44,South Dakota State,20,-24,Oklahoma State,-10.5,9.273196097683693,33.273196097683694,13.5,1107.1055785549133,182.25,0,0,0
401628591,2024,1,TRUE,Cincinnati,38,Towson,20,-18,Cincinnati,-33.5,-21.51494416892157,3.51494416892157,15.5,12.354832510635745,240.25,1,1,1
401637159,2024,1,TRUE,Washington State,70,Portland State,30,-40,Washington State,-26.5,-23.34422452847955,16.65577547152045,13.5,277.41485655770225,182.25,1,0,0
401634197,2024,1,TRUE,Iowa State,21,North Dakota,3,-18,Iowa State,-30.5,-14.62004569533859,3.3799543046614104,12.5,11.424091101599199,156.25,1,1,1
401643699,2024,1,TRUE,Air Force,21,Merrimack,6,-15,Air Force,-30.5,-34.543807004169494,19.543807004169494,15.5,381.9603922162246,240.25,1,0,0
401641015,2024,1,TRUE,UTSA,28,Kennesaw State,16,-12,UTSA,-24,-7.291276473552244,4.708723526447756,12,22.172077248522587,144,1,1,1
401644683,2024,1,TRUE,Northwestern,13,Miami (OH),6,-7,Northwestern,-3.5,8.133139608379196,15.133139608379196,3.5,229.01191440669524,12.25,0,0,0
401644731,2024,1,TRUE,Northern Illinois,54,Western Illinois,15,-39,Northern Illinois,-36.5,-29.207256358269667,9.792743641730333,2.5,95.89782803264985,6.25,1,0,0
401634133,2024,1,TRUE,App State,38,East Tennessee State,10,-28,App State,-35.5,-41.52804760465879,13.528047604658788,7.5,183.00807199391437,56.25,1,0,0
401634304,2024,1,TRUE,Syracuse,38,Ohio,22,-16,Syracuse,-17.333333333333332,4.353290577210639,20.35329057721064,1.3333333333333321,414.2564373203714,1.7777777777777746,0,1,0
401628454,2024,1,TRUE,Nebraska,40,UTEP,7,-33,Nebraska,-27.5,-14.6880394786222,18.3119605213778,5.5,335.3278981364991,30.25,1,0,0
401628449,2024,1,TRUE,Indiana,31,Florida International,7,-24,Indiana,-23.833333333333332,-9.495128053532673,14.504871946467327,0.16666666666666785,210.39131018341487,0.027777777777778172,1,0,0
401629039,2024,1,TRUE,Massachusetts,14,Eastern Michigan,28,14,Eastern Michigan,-2.5,6.273402155685986,7.726597844314014,16.5,59.70031424775797,272.25,1,1,1
401628455,2024,1,TRUE,Ohio State,52,Akron,6,-46,Ohio State,-49.5,-46.29353250020308,0.293532500203078,3.5,0.08616132867546997,12.25,1,1,1
401628322,2024,1,TRUE,Florida,17,Miami,41,24,Miami,2.5,-7.711340833660887,31.711340833660888,21.5,1005.6091374686084,462.25,0,0,0
401628331,2024,1,TRUE,Texas,52,Colorado State,0,-52,Texas,-35,-36.1153210251387,15.884678974861302,17,252.3230261344007,289,1,1,1
401643700,2024,1,TRUE,Georgia Southern,45,Boise State,56,11,Boise State,12.5,13.365148925429974,2.365148925429974,1.5,5.593929439462561,2.25,1,0,0
401628329,2024,1,TRUE,South Carolina,23,Old Dominion,19,-4,South Carolina,-20.333333333333332,-13.426420843343084,9.4264208433430845,16.333333333333332,88.85740991581295,266.7777777777777,1,1,1
401643775,2024,1,TRUE,South Alabama,38,North Texas,52,14,North Texas,-5.833333333333333,-20.481076379848027,34.48107637984803,19.833333333333332,1188.9446283129134,393.3611111111111,0,0,0
401628590,2024,1,TRUE,Marshall,45,Stony Brook,3,-42,Marshall,-32.5,-32.68214452901865,9.31785547098135,9.5,86.82243057809707,90.25,1,1,1
401634301,2024,1,TRUE,California,31,UC Davis,13,-18,California,-20.5,-6.672412786297141,11.32758721370286,2.5,128.3142320840445,6.25,1,1,0
401645320,2024,1,TRUE,East Carolina,42,Norfolk State,3,-39,East Carolina,-31.5,-25.576750961036034,13.423249038963966,7.5,180.18361476204706,56.25,1,0,0
401628586,2024,1,TRUE,Liberty,41,Campbell,24,-17,Liberty,-41.5,-33.28984200864579,16.289842008645792,24.5,265.3589526666412,600.25,1,1,1
401628326,2024,1,TRUE,Mississippi State,56,Eastern Kentucky,7,-49,Mississippi State,-26.5,-18.69394732201559,30.30605267798441,22.5,918.456828920766,506.25,1,0,0
401643704,2024,1,TRUE,Oregon State,38,Idaho State,15,-23,Oregon State,-29.5,-38.52610992025337,15.526109920253369,6.5,241.06008925579007,42.25,1,0,0
401628325,2024,1,TRUE,Ole Miss,76,Furman,0,-76,Ole Miss,-45.5,-26.915564983622865,49.084435016377135,30.5,2409.2817608769496,930.25,1,0,0
401628319,2024,1,TRUE,Alabama,63,Western Kentucky,0,-63,Alabama,-34.166666666666664,-18.366842125869795,44.633157874130205,28.833333333333336,1992.118781817031,831.3611111111112,1,0,0
401636611,2024,1,TRUE,Houston,7,UNLV,27,20,UNLV,-2.25,3.875670698412234,16.124329301587764,22.25,259.99399542604175,495.0625,1,1,1
401636612,2024,1,TRUE,Kansas State,41,UT Martin,6,-35,Kansas State,-36.5,-34.366791199476076,0.6332088005239243,1.5,0.4009533850609469,2.25,1,1,1
401641039,2024,1,TRUE,Rice,14,Sam Houston,34,20,Sam Houston,-9.833333333333334,-13.242634565822096,33.242634565822094,29.833333333333336,1105.0727528767898,890.0277777777779,0,0,0
401643701,2024,1,TRUE,Troy,26,Nevada,28,2,Nevada,-10.166666666666666,-25.71444061056822,27.71444061056822,12.166666666666666,768.0902183567131,148.02777777777777,0,0,0
401645321,2024,1,TRUE,Memphis,40,North Alabama,0,-40,Memphis,-38.5,-30.515350748341323,9.484649251658677,1.5,89.95857142698951,2.25,1,0,0
401636610,2024,1,TRUE,Baylor,45,Tarleton State,3,-42,Baylor,-33.5,-3.6721973513183706,38.327802648681626,8.5,1469.0204558762862,72.25,1,0,0
401628332,2024,1,TRUE,Texas A&M,13,Notre Dame,23,10,Notre Dame,-2.6666666666666665,-8.284755408218988,18.284755408218988,12.666666666666666,334.33228033839356,160.44444444444443,0,0,0
401628459,2024,1,TRUE,Hawai'i,13,UCLA,16,3,UCLA,13.5,26.107732493018588,23.107732493018588,10.5,533.967300968907,110.25,1,0,0
401628452,2024,1,TRUE,Michigan,30,Fresno State,10,-20,Michigan,-21,-23.085907594568553,3.0859075945685532,1,9.522825682215874,1,1,0,0
401636613,2024,1,TRUE,Texas Tech,52,Abilene Christian,51,-1,Texas Tech,-34.5,-19.44041243965921,18.44041243965921,33.5,340.0488109447381,1122.25,1,1,1
401628321,2024,1,TRUE,Auburn,73,Alabama A&M,3,-70,Auburn,-48.5,-44.65922599006703,25.34077400993297,21.5,642.1548274224943,462.25,1,0,0
401628324,2024,1,TRUE,Kentucky,31,Southern Miss,0,-31,Kentucky,-25.5,-19.383782529276747,11.616217470723253,5.5,134.93650832713612,30.25,1,0,0
401634302,2024,1,TRUE,Georgia Tech,35,Georgia State,12,-23,Georgia Tech,-20.5,-7.556342726289486,15.443657273710514,2.5,238.50654998783165,6.25,1,0,0
401643774,2024,1,TRUE,Charlotte,7,James Madison,30,23,James Madison,7,32.307913231464966,9.307913231464966,16,86.63724872448057,256,1,1,1
401641032,2024,1,TRUE,New Mexico State,23,Southeast Missouri State,16,-7,New Mexico State,-9.5,-19.122729279775868,12.122729279775868,2.5,146.96056519073514,6.25,1,0,0
401636608,2024,1,TRUE,Arizona,61,New Mexico,39,-22,Arizona,-29.166666666666668,-20.413048805553306,1.5869511944466943,7.166666666666668,2.5184140935557897,51.36111111111113,1,1,1
401636609,2024,1,TRUE,Arizona State,48,Wyoming,7,-41,Arizona State,-6.5,10.85662597628135,51.85662597628135,34.5,2689.1096576439377,1190.25,0,0,0
401628460,2024,1,TRUE,Washington,35,Weber State,3,-32,Washington,-29,-28.018963131636404,3.9810368683635957,3,15.848654547270225,9,1,0,0
401628334,2024,1,TRUE,LSU,20,USC,27,7,USC,-3.8333333333333335,-11.375089531342557,18.375089531342557,10.833333333333334,337.6439152848548,117.36111111111113,0,0,0
401634306,2024,1,TRUE,Florida State,13,Boston College,28,15,Boston College,-16.5,-26.482066464874656,41.482066464874656,31.5,1720.7618381962786,992.25,0,0,0
